package,import_name,layer,framework,down_pkgs,gh_downstream,woc_downstream,comb_downstream
elvet,elvet,2,tensorflow,0,0,0,0
ocrd-calamari,ocrd_calamari,2,tensorflow,0,0,2,2
ocrd-calamari,ocrd_calamari,3,tensorflow,0,0,2,2
aiqc,aiqc,2,tensorflow,0,0,1,1
reaver,reaver,3,tensorflow,0,1,6,7
reaver,reaver,2,tensorflow,0,1,6,7
lungs,lungs,2,tensorflow,0,0,3,3
ml2xl,,3,tensorflow,0,0,0,0
parsnet,parsnet,2,tensorflow,0,0,1,1
vit-keras,,3,tensorflow,0,0,0,0
mlcollect,mlcollect,2,tensorflow,0,0,0,0
keras-eval,keras_eval,3,tensorflow,0,0,1,1
keras-eval,keras_eval,2,tensorflow,0,0,1,1
backwardcompatibilityml,backwardcompatibilityml,2,tensorflow,0,0,1,1
evalSemanticSeg,evalSemanticSeg,2,tensorflow,0,0,0,0
baselines,baselines,2,tensorflow,1,287,3238,3413
innatis,innatis,2,tensorflow,0,0,2,2
conversational-sentence-encoder,conversational_sentence_encoder,2,tensorflow,0,0,0,0
conversational-sentence-encoder,conversational_sentence_encoder,3,tensorflow,0,0,0,0
Py-Serv,,2,tensorflow,0,0,0,0
oscar-test,,2,tensorflow,0,0,0,0
tf-object-detection,,2,tensorflow,0,0,0,0
spylind,spylind,2,tensorflow,0,0,1,1
smachy,,2,tensorflow,0,0,0,0
adapt-diagnostics,,2,tensorflow,0,0,0,0
whatlies,whatlies,3,tensorflow,0,22,7,28
whatlies,whatlies,2,tensorflow,0,22,7,28
mmsplice,mmsplice,2,tensorflow,0,2,7,8
easygan,easygan,2,tensorflow,0,0,1,1
expert-mst,expert,2,tensorflow,0,1,123,124
open-faces,openfaces,2,tensorflow,0,0,0,0
tesseract5obj,,2,tensorflow,0,0,0,0
naturalselection,naturalselection,2,tensorflow,0,0,3,3
recogym,recogym,2,tensorflow,0,6,9,12
medaka,medaka,2,tensorflow,0,3,3,6
hcai-datasets,hcai_datasets,2,tensorflow,0,0,0,0
monk-cuda102,,2,tensorflow,0,0,0,0
BPrune,bprune,3,tensorflow,0,0,2,2
BPrune,bprune,2,tensorflow,0,0,2,2
gstatyoss,,2,tensorflow,0,0,0,0
witwidget,witwidget,3,tensorflow,3,0,17,17
witwidget,witwidget,2,tensorflow,3,0,17,17
EmoPy,EmoPy,2,tensorflow,0,20,44,54
tabular-data-synthesizer,tabular_data_synthesizer,3,tensorflow,0,0,0,0
tf-text-model,tf_text_model,2,tensorflow,0,1,1,1
tf-text-model,tf_text_model,3,tensorflow,0,1,1,1
synesthesia-uf,synesthesia,2,tensorflow,0,0,4,4
synesthesia-uf,synesthesia,3,tensorflow,0,0,4,4
RootInteractive,RootInteractive,2,tensorflow,0,2,2,3
sani-nlu,sani_nlu,3,tensorflow,0,0,0,0
alfie,alfie,2,tensorflow,0,0,4,4
SDE-Net-Keras,,2,tensorflow,0,0,0,0
tfnlp,,2,tensorflow,0,0,0,0
segmentation-models-trainer,segmentation_models_trainer,2,tensorflow,0,0,1,1
hyperparameter-hunter,hyperparameter_hunter,2,tensorflow,0,0,6,6
perfect-information-game,perfect_information_game,3,tensorflow,0,0,0,0
perfect-information-game,perfect_information_game,2,tensorflow,0,0,0,0
opveclib,opveclib,2,tensorflow,0,1,1,2
iceberg-rivers.search,iceberg_rivers,2,tensorflow,0,0,0,0
metaflow-helper,metaflow_helper,2,tensorflow,0,0,0,0
deepaclive,deepaclive,2,tensorflow,0,0,1,1
deepaclive,deepaclive,3,tensorflow,0,0,1,1
tftabular,,2,tensorflow,0,0,0,0
pypelearn,pypelearn,2,tensorflow,0,0,0,0
musicalrobot,musicalrobot,3,tensorflow,0,0,1,1
musicalrobot,musicalrobot,2,tensorflow,0,0,1,1
MLAC,MLAC,3,tensorflow,0,0,1,1
MLAC,MLAC,2,tensorflow,0,0,1,1
vak,,2,tensorflow,2,0,0,0
anomaly-detection-framework,anomaly_detection,3,tensorflow,0,0,86,86
anomaly-detection-framework,anomaly_detection,2,tensorflow,0,0,86,86
elizastarr-image-caption-generator,,2,tensorflow,0,0,0,0
NeodroidVision,neodroidvision,2,tensorflow,0,0,1,1
blackfox-extras,blackfox_extras,2,tensorflow,0,0,0,0
JarvisAI,JarvisAI,3,tensorflow,0,38,10,44
JarvisAI,JarvisAI,2,tensorflow,0,38,10,44
reinforcement-terminals,reinforcement_terminals,2,tensorflow,0,0,0,0
amber-automl,amber,2,tensorflow,0,2,36,37
mltb,mltb,2,tensorflow,0,3,5,8
tfx-bsl,tfx_bsl,3,tensorflow,9,182,24,203
tfx-bsl,tfx_bsl,2,tensorflow,9,182,24,203
tf2show,,2,tensorflow,0,0,0,0
tensor2tensorManuel,,3,tensorflow,0,0,0,0
ucbshift,ucbshift,2,tensorflow,0,0,0,0
alphapy,alphapy,2,tensorflow,0,2,3,5
Surreal,surreal,2,tensorflow,0,0,16,16
fawkes,fawkes,2,tensorflow,0,8,13,19
coco-rasa,coco_rasa,3,tensorflow,0,1,1,1
q2,q2,2,tensorflow,0,1,200,201
biobb-ml,biobb_ml,2,tensorflow,0,0,1,1
coopgraph,coopgraph,3,tensorflow,0,0,1,1
mlagents,mlagents,2,tensorflow,6,304,407,657
yulong-tfx,,3,tensorflow,0,0,0,0
yulong-tfx,,2,tensorflow,0,0,0,0
poeem,poeem,2,tensorflow,0,0,0,0
uncertainty-classification-wrapper,,2,tensorflow,0,0,0,0
NNClass,NNClass,2,tensorflow,0,0,4,4
seq2annotation,seq2annotation,3,tensorflow,5,0,10,10
seq2annotation,seq2annotation,2,tensorflow,5,0,10,10
dice-ml,dice_ml,2,tensorflow,0,0,11,11
covidify,covidify,2,tensorflow,0,0,4,4
morty,,2,tensorflow,0,0,0,0
sktime-dl,sktime_dl,2,tensorflow,0,6,4,7
email-text-classify,,3,tensorflow,0,0,0,0
email-text-classify,,2,tensorflow,0,0,0,0
run-profiler,,2,tensorflow,0,0,0,0
bdrk,bdrk,4,tensorflow,0,0,2,2
mil-benchmarks,mil_benchmarks,2,tensorflow,0,0,0,0
tf-slice-assign,tf_slice_assign,2,tensorflow,0,0,4,4
Keras,keras,2,tensorflow,86,0,233934,233934
fastism,,2,tensorflow,0,0,0,0
kuti,,2,tensorflow,0,0,0,0
deepfeatx,deepfeatx,2,tensorflow,0,0,0,0
dreegdl,dreegdl,2,tensorflow,0,0,0,0
scann,scann,2,tensorflow,0,36,24,57
stram,stram,2,tensorflow,0,0,2,2
nlptriples,,2,tensorflow,0,0,0,0
sundial-framework,,2,tensorflow,0,0,0,0
ldt,ldt,3,tensorflow,0,0,3,3
BackgroundVellore,Emotion_Detection2,2,tensorflow,0,0,2,2
botnoi,botnoi,2,tensorflow,0,0,5,5
Keras28Models,keras28models,2,tensorflow,0,0,0,0
mlserver-alibi-detect,mlserver_alibi_detect,3,tensorflow,0,0,0,0
scpy4reactome,scpy4reactome,2,tensorflow,0,0,0,0
wf-smcmodel,smcmodel,2,tensorflow,1,1,2,2
pau,pau,2,tensorflow,0,1,9,10
animalai-train,animalai_train,2,tensorflow,0,11,13,18
animalai-train,animalai_train,3,tensorflow,0,11,13,18
DXC-Industrialized-AI-Starter,dxc,2,tensorflow,0,2,4,5
tensorflow-gpu,0,3,tensorflow,184,0,0,0
tf-hourglass-networks,hourglass,3,tensorflow,0,0,73,73
tf-hourglass-networks,hourglass,2,tensorflow,0,0,73,73
mastml,mastml,2,tensorflow,0,2,2,3
TFTree,ttt,2,tensorflow,0,0,196,196
NucDetect,,2,tensorflow,0,0,0,0
QuestionAnsweringBERT,QuestionAnsweringBERT,2,tensorflow,0,0,0,0
img-edit-learn,ielearn,2,tensorflow,0,0,1,1
aaa-jiang,,2,tensorflow,0,0,0,0
tcellmatch,tcellmatch,2,tensorflow,0,0,1,1
tensorflow-serving-api,tensorflow_serving,2,tensorflow,18,0,1339,1339
digipathos,digipathos,3,tensorflow,0,0,0,0
digipathos,digipathos,2,tensorflow,0,0,0,0
aibomc,aibomc,2,tensorflow,0,0,0,0
antinex-core,antinex_core,2,tensorflow,0,0,1,1
antinex-core,antinex_core,3,tensorflow,0,0,1,1
grai-profiler,,2,tensorflow,0,0,0,0
duyai,duyai,2,tensorflow,0,0,0,0
chatbot-creator,ChatbotCreator,2,tensorflow,0,0,0,0
pydiscotool-cli,pydiscotool-cli,3,tensorflow,0,0,0,0
dnnv,,2,tensorflow,1,0,0,0
mtcnn-tflite,mtcnn_tflite,2,tensorflow,0,0,0,0
spec-augment,spec_augment,2,tensorflow,0,0,9,9
categorical-embedder,categorical_embedder,2,tensorflow,0,0,2,2
categorical-embedder,categorical_embedder,4,tensorflow,0,0,2,2
c3-toolset-nightly,,2,tensorflow,0,0,0,0
gcgc,,2,tensorflow,0,0,0,0
detection-models,detection_models,2,tensorflow,0,0,17,17
enterideas-test,,2,tensorflow,0,0,0,0
bavard-nlu,bavard_nlu,3,tensorflow,0,0,0,0
bavard-nlu,bavard_nlu,2,tensorflow,0,0,0,0
coreferee,coreferee,2,tensorflow,1,0,0,0
monk-cuda92,,2,tensorflow,0,0,0,0
pyjamas-rfglab,pyjamas,2,tensorflow,0,0,176,176
celeb-detector,celeb_detector,2,tensorflow,0,0,1,1
prinpy,prinpy,2,tensorflow,0,0,0,0
drmlapp,,2,tensorflow,0,0,0,0
CustomLibrary,,2,tensorflow,0,0,0,0
npyx,npyx,2,tensorflow,0,1,0,1
convo-NLU2,convo,3,tensorflow,0,0,28,28
convo-NLU2,convo,2,tensorflow,0,0,28,28
bellman,bellman,2,tensorflow,0,0,39,39
nashi-ocr,nashi_ocr,3,tensorflow,0,0,0,0
chemeco,chemeco,3,tensorflow,0,0,1,1
allennlp-datalawyer,allennlp_datalawyer,3,tensorflow,0,0,0,0
euler2-gl,euler,2,tensorflow,0,0,625,625
bert2tf,bert2tf,2,tensorflow,0,0,0,0
tensorfit,tensorfit,2,tensorflow,0,0,1,1
AutoChatbot,autochatbot,2,tensorflow,0,0,0,0
chi,chi,2,tensorflow,0,1,48,49
MatchZoo,matchzoo,2,tensorflow,0,0,74,74
late-classifier,,2,tensorflow,0,0,0,0
tflyrics,tflyrics,2,tensorflow,0,0,1,1
guacamol,guacamol,2,tensorflow,0,9,24,28
guacamol,guacamol,3,tensorflow,0,9,24,28
kmeanstf,,2,tensorflow,0,0,0,0
tensorrec,tensorrec,2,tensorflow,0,21,42,58
g2p-en,g2p_en,2,tensorflow,7,0,99,99
pdfflow,pdfflow,2,tensorflow,1,2,2,3
not-tf-opt,not_tf_opt,3,tensorflow,0,2,2,3
Hipomap,hipomap,2,tensorflow,0,0,0,0
RLDQN,,2,tensorflow,0,0,0,0
Keras-Applications-3D,keras_applications_3d,2,tensorflow,0,0,0,0
tsbase,tsbase,2,tensorflow,0,0,1,1
tensorflow-manopt,,2,tensorflow,0,0,0,0
polymuse,polymuse,3,tensorflow,0,0,2,2
moovai,moovai,2,tensorflow,0,0,0,0
sagasu,,2,tensorflow,0,0,0,0
azureml-automl-core,azureml,4,tensorflow,2,0,2520,2520
azureml-automl-core,azureml,2,tensorflow,2,0,2520,2520
tfhubartifact,tfhubartifact,2,tensorflow,0,0,0,0
tidkvideochange,tidkvideochange,2,tensorflow,0,0,0,0
DedupliPy,deduplipy,3,tensorflow,0,0,0,0
paddle-tokenizer,paddle_tokenizer,3,tensorflow,0,0,1,1
neurocat,neurocat,3,tensorflow,0,0,0,0
neurocat,neurocat,2,tensorflow,0,0,0,0
muffnn,muffnn,2,tensorflow,0,0,4,4
notekeras,notekeras,2,tensorflow,0,0,4,4
tensorflow-kernels,,2,tensorflow,0,0,0,0
luna-fviz,,2,tensorflow,0,0,0,0
tensordiffeq,tensordiffeq,2,tensorflow,0,0,0,0
tensordiffeq,tensordiffeq,3,tensorflow,0,0,0,0
kmex,kmex,3,tensorflow,0,0,0,0
auger.ai.predict,auger_ml,3,tensorflow,0,0,4,4
HipoMap,HipoMap,2,tensorflow,0,0,0,0
genie-parser,genieparser,3,tensorflow,0,0,2,2
genie-parser,genieparser,4,tensorflow,0,0,2,2
genie-parser,genieparser,2,tensorflow,0,0,2,2
deepctr,deepctr,2,tensorflow,3,66,188,234
vvadlrs3,vvadlrs3,2,tensorflow,0,0,0,0
covid19-detection,covid19,2,tensorflow,0,0,193,193
graiProfiler,,2,tensorflow,0,0,0,0
smashpy,smashpy,2,tensorflow,0,0,0,0
colornet,,2,tensorflow,0,0,0,0
aistnet,aistnet,2,tensorflow,0,0,0,0
python-server,,2,tensorflow,0,0,0,0
mlbootstrap-tf,mlbootstrap,2,tensorflow,0,0,4,4
MorshuTalk,morshutalk,3,tensorflow,0,0,0,0
google-nucleus,nucleus,2,tensorflow,0,0,70,70
datature-hub,datature_hub,2,tensorflow,0,1,0,1
coffeeshop,coffeeshop,2,tensorflow,0,0,32,32
gplot,gapp,3,tensorflow,0,0,15,15
sports-news-collector,sports_news_collector,4,tensorflow,0,0,0,0
vipcca,vipcca,2,tensorflow,0,1,0,1
evoflow,evoflow,2,tensorflow,0,0,1,1
aitk,,3,tensorflow,0,3,0,3
SignLanguageRecognition,SignLanguageRecognition,2,tensorflow,0,1,0,1
scivae,scivae,2,tensorflow,0,2,0,2
scivae,scivae,3,tensorflow,0,2,0,2
drlgeb,drlgeb,2,tensorflow,0,0,1,1
bnltk,bnltk,2,tensorflow,0,0,8,8
gazeclassify,gazeclassify,2,tensorflow,0,1,1,2
libashish,libashish,2,tensorflow,0,0,0,0
rflow-tfx,,3,tensorflow,0,0,0,0
rflow-tfx,,2,tensorflow,0,0,0,0
deepbiome,deepbiome,2,tensorflow,0,0,1,1
fastTF,fastTF,2,tensorflow,0,0,0,0
yonlu,yonlu,2,tensorflow,0,0,0,0
yonlu,yonlu,3,tensorflow,0,0,0,0
regressionmetrics,,2,tensorflow,0,0,0,0
cold-wax,cold_wax,2,tensorflow,0,0,0,0
cclm,,2,tensorflow,0,0,0,0
torchmodel,,2,tensorflow,0,0,0,0
deatf,deatf,2,tensorflow,0,0,0,0
automl-alex,automl_alex,2,tensorflow,0,0,2,2
nomeroff-net-test,,2,tensorflow,0,0,0,0
nomeroff-net-test,,3,tensorflow,0,0,0,0
kbert,kbert,2,tensorflow,0,0,0,0
omnizart,,3,tensorflow,0,0,0,0
omnizart,,2,tensorflow,0,0,0,0
vak-test-net,vak_test_net,3,tensorflow,0,0,1,1
lanceotron,lanceotron,2,tensorflow,0,0,0,0
asreview-statistics,,3,tensorflow,0,0,0,0
TFTrainer,tftrainer,2,tensorflow,0,0,1,1
nevopy,nevopy,2,tensorflow,0,0,1,1
memery,memery,3,tensorflow,0,0,0,0
auto-tensorflow,auto_tensorflow,2,tensorflow,0,0,0,0
auto-tensorflow,auto_tensorflow,3,tensorflow,0,0,0,0
nmrgnn-data,nmrdata,2,tensorflow,1,1,0,1
simelixir,simelixir,2,tensorflow,0,0,0,0
n2d,n2d,2,tensorflow,0,0,6,6
n2d,n2d,3,tensorflow,0,0,6,6
yo-ds,yo_ml,2,tensorflow,0,0,0,0
aydin,aydin,2,tensorflow,0,0,1,1
epicas,epicas,2,tensorflow,0,0,0,0
pydta,,2,tensorflow,0,0,0,0
convo-tt,,3,tensorflow,0,0,0,0
convo-tt,,2,tensorflow,0,0,0,0
deepfitv,deepfitv,2,tensorflow,0,0,0,0
ioflow,ioflow,3,tensorflow,4,0,8,8
ioflow,ioflow,2,tensorflow,4,0,8,8
mroi-fd,mroi_fd,2,tensorflow,0,0,0,0
rlzoo,rlzoo,2,tensorflow,0,1,6,7
sm-trieste,,2,tensorflow,0,0,0,0
sm-trieste,,3,tensorflow,0,0,0,0
chia-tools,chia_tools,3,tensorflow,0,0,0,0
tf-big,tf_big,2,tensorflow,0,3,3,6
sikufenci,sikufenci,3,tensorflow,0,0,0,0
adversarial-robustness-toolbox,art,2,tensorflow,3,151,2155,2268
adversarial-robustness-toolbox,art,3,tensorflow,3,151,2155,2268
seldon-core,seldon_core,2,tensorflow,0,227,18,233
gordo-components,gordo_components,3,tensorflow,0,1,3,3
gordo-components,gordo_components,2,tensorflow,0,1,3,3
ciphey,,2,tensorflow,0,0,0,0
loganalysispackage,loganalysispackage,2,tensorflow,0,0,0,0
coral-ordinal,coral_ordinal,2,tensorflow,0,2,3,4
Accuinsight,Accuinsight,2,tensorflow,0,0,0,0
SymDet,symdet,2,tensorflow,0,0,2,2
progen-transformer,progen_transformer,2,tensorflow,0,0,0,0
siVAE,siVAE,2,tensorflow,0,0,1,1
gym-collision-avoidance,gym_collision_avoidance,2,tensorflow,0,0,4,4
gym-collision-avoidance,gym_collision_avoidance,3,tensorflow,0,0,4,4
tbase,tbase,2,tensorflow,0,0,7,7
orthoseg,orthoseg,2,tensorflow,0,0,2,2
convo-nlu2,,3,tensorflow,0,0,0,0
convo-nlu2,,2,tensorflow,0,0,0,0
tf-centernet,centernet,2,tensorflow,0,0,24,24
bicleaner-ai,bicleaner_ai,2,tensorflow,0,0,0,0
actspotter,actspotter,2,tensorflow,0,0,0,0
cloths-segmentation,cloths_segmentation,4,tensorflow,0,0,3,3
mokt,mokt,2,tensorflow,0,0,1,1
OpenNMT-tf,opennmt,2,tensorflow,1,56,105,145
OpenNMT-tf,opennmt,3,tensorflow,1,56,105,145
diffgram,diffgram,2,tensorflow,0,0,2,2
dtween,,2,tensorflow,0,0,0,0
betsi-ml,betsi,2,tensorflow,1,0,0,0
tf-raft,,2,tensorflow,0,0,0,0
qdeep,qdeep,2,tensorflow,0,0,2,2
rasa-cli-completion,rasa_cli_completion,3,tensorflow,0,0,1,1
ktext,ktext,2,tensorflow,0,169,140,202
EmuPBk,EmuPBk,2,tensorflow,0,0,1,1
fedlearner,fedlearner,3,tensorflow,0,0,4,4
fedlearner,fedlearner,2,tensorflow,0,0,4,4
pynovice,pynovice,2,tensorflow,0,0,1,1
adit,,2,tensorflow,0,0,0,0
Aihub-demo,aihub,2,tensorflow,0,0,3,3
salure-tfx-extensions,salure_tfx_extensions,3,tensorflow,0,0,1,1
salure-tfx-extensions,salure_tfx_extensions,2,tensorflow,0,0,1,1
protoflow,protoflow,2,tensorflow,0,0,1,1
fastrlapi,fastrlapi,2,tensorflow,0,0,0,0
simphony,simphony,3,tensorflow,3,0,33,33
porto-test,,2,tensorflow,0,0,0,0
waymo-open-dataset-tf-2-2-0,,2,tensorflow,1,0,0,0
ctrzoo,ctrzoo,2,tensorflow,0,0,0,0
RagtimeNN,,2,tensorflow,0,0,0,0
PaMoveIt,pamoveit,2,tensorflow,0,0,0,0
tflog,,2,tensorflow,0,1,0,1
mAdvisor,mAdvisor,2,tensorflow,0,0,0,0
tf-al,,2,tensorflow,0,0,0,0
oscillator-snap,oscillator_snap,2,tensorflow,0,0,1,1
turicreate,turicreate,2,tensorflow,1,210,517,656
keras-vggface-deploy,,2,tensorflow,0,0,0,0
persephone,persephone,2,tensorflow,0,2,11,12
monk-cuda90,,2,tensorflow,0,0,0,0
cxr-models,cxr_models,2,tensorflow,0,0,0,0
keras-metrics,keras_metrics,3,tensorflow,2,102,329,395
sisua,sisua,3,tensorflow,0,0,3,3
ocrd-keraslm,ocrd_keraslm,2,tensorflow,0,0,2,2
rasa-contrib,rasa_contrib,2,tensorflow,0,0,1,1
rasa-contrib,rasa_contrib,4,tensorflow,0,0,1,1
rasa-contrib,rasa_contrib,3,tensorflow,0,0,1,1
deepdefacer,deepdefacer,2,tensorflow,0,0,1,1
ocrd-anybaseocr,ocrd_anybaseocr,2,tensorflow,0,0,2,2
focalloss4keras,,2,tensorflow,0,0,0,0
classifire,,2,tensorflow,0,0,0,0
tensorflow-probability,tensorflow_probability,2,tensorflow,45,5498,3446,8163
ultrastar-pitch,ultrastar_pitch,2,tensorflow,0,0,1,1
dask-tensorflow,dask_tensorflow,2,tensorflow,0,0,8,8
PyHand-Earth,PyHand_Earth,2,tensorflow,0,0,0,0
foundry-econml,,2,tensorflow,0,0,0,0
efficient-det,,2,tensorflow,0,0,0,0
redbrick-sdk,redbrick,2,tensorflow,0,0,2,2
Kaggler,,2,tensorflow,0,38,0,38
tunga,tunga,2,tensorflow,0,0,3,3
mGesf,,2,tensorflow,0,0,0,0
medaka-cpu,,2,tensorflow,0,0,0,0
pyronn,pyronn,3,tensorflow,0,1,5,6
iracema,iracema,2,tensorflow,0,0,2,2
Karka,karka,2,tensorflow,0,0,1,1
tfencrypt,,2,tensorflow,0,0,0,0
xyolo,xyolo,2,tensorflow,0,0,5,5
notedata,notedata,3,tensorflow,2,0,4,4
autoprototype,autoprototype,2,tensorflow,0,0,0,0
cognitivecluster,,2,tensorflow,0,0,0,0
SeeMee,SeeMee,2,tensorflow,0,0,0,0
mnist-detect,,2,tensorflow,0,0,0,0
clu,clu,2,tensorflow,1,70,39,104
model-card,,3,tensorflow,0,0,0,0
tensorwaves,tensorwaves,3,tensorflow,0,0,2,2
tensorwaves,tensorwaves,2,tensorflow,0,0,2,2
pygpso,gpso,2,tensorflow,0,0,2,2
pygpso,gpso,3,tensorflow,0,0,2,2
asai-ciel,,2,tensorflow,0,0,0,0
daluke,daluke,3,tensorflow,0,1,0,1
genereg,genereg,4,tensorflow,0,0,1,1
napari-deepmeta,deepmeta,2,tensorflow,0,0,0,0
drl-model,,2,tensorflow,0,0,0,0
plom,plom,2,tensorflow,0,0,1,1
keras-buoy,keras_buoy,2,tensorflow,0,0,1,1
racket,racket,2,tensorflow,0,2,27,29
racket,racket,3,tensorflow,0,2,27,29
bpnet-lite,bpnetlite,3,tensorflow,0,0,0,0
bpnet-lite,bpnetlite,2,tensorflow,0,0,0,0
topicpy,topicpy,3,tensorflow,0,3,3,5
topicpy,topicpy,2,tensorflow,0,3,3,5
nami,,2,tensorflow,0,0,0,0
desc,desc,2,tensorflow,0,16,178,194
caer-models,caer-models,2,tensorflow,0,16,0,16
ExperimentManager,ExperimentManager,2,tensorflow,0,2,13,13
vidtag,,2,tensorflow,0,0,0,0
ctodd-python-lib-data-science,data_science_helpers,2,tensorflow,0,0,3,3
neowise,,2,tensorflow,0,0,0,0
uc-model-creator,uc_model_creator,2,tensorflow,0,0,0,0
ZZ-profiler,,2,tensorflow,0,0,0,0
tensorflow-wavelets,tensorflow_wavelets,2,tensorflow,0,0,0,0
tensorflow-wavelets,tensorflow_wavelets,3,tensorflow,0,0,0,0
tfExperiment,tfExperiment,2,tensorflow,0,0,1,1
orion-ml,orion,3,tensorflow,1,5,118,123
orion-ml,orion,4,tensorflow,1,5,118,123
simplexfmr-artifact,,4,tensorflow,0,0,0,0
ml-ocean-bl,mloceanbl,3,tensorflow,0,0,0,0
ml-ocean-bl,mloceanbl,2,tensorflow,0,0,0,0
netspeedmonitor,netspeedmonitor,3,tensorflow,0,0,0,0
asreview,asreview,2,tensorflow,5,27,14,34
tfhelper,tfhelper,2,tensorflow,0,3,8,8
abstractMLBaseModelTask,abstractMLBaseModelTask,2,tensorflow,0,0,0,0
vcap,vcap,2,tensorflow,1,0,10,10
assistant-chat-check,assistant_chat_check,2,tensorflow,0,0,0,0
finbert-embedding,finbert_embedding,2,tensorflow,0,0,2,2
andrewAudio,andrewAudio,2,tensorflow,0,0,0,0
transformers-finetuning,transformers_finetuning,2,tensorflow,0,0,0,0
Cemotion-apple,,2,tensorflow,0,0,0,0
deepsurvk,deepsurvk,2,tensorflow,0,0,1,1
mentalka-test-checker,mentalka_test_checker,2,tensorflow,0,0,0,0
zangorth-helpers,,3,tensorflow,1,0,0,0
classification-text-email,,2,tensorflow,0,0,0,0
classification-text-email,,3,tensorflow,0,0,0,0
smurfs,smurfs,3,tensorflow,0,0,8,8
uncertainty-baselines,uncertainty_baselines,2,tensorflow,0,0,3,3
uncertainty-baselines,uncertainty_baselines,3,tensorflow,0,0,3,3
bark-ml,bark_ml,3,tensorflow,0,0,1,1
bark-ml,bark_ml,2,tensorflow,0,0,1,1
tf-x-transformers,tf_x_transformers,2,tensorflow,0,0,0,0
tf-x-transformers,tf_x_transformers,3,tensorflow,0,0,0,0
pydev-sample,pydev,2,tensorflow,0,0,47,47
pdftotree,pdftotree,2,tensorflow,2,59,30,82
libra,libra,2,tensorflow,1,6,47,53
libra,libra,3,tensorflow,1,6,47,53
face-sdlr,face_sdlr,2,tensorflow,0,0,0,0
pyserini,pyserini,2,tensorflow,1,88,80,140
gpt2-client,gpt2_client,2,tensorflow,0,0,11,11
greenguard,greenguard,4,tensorflow,0,0,1,1
greenguard,greenguard,3,tensorflow,0,0,1,1
noteblog,noteblog,4,tensorflow,0,0,3,3
toxicity,toxicity,2,tensorflow,0,0,6,6
canton,canton,2,tensorflow,0,0,22,22
alira,,3,tensorflow,0,0,0,0
mathy,mathy,2,tensorflow,1,0,25,25
mathy,mathy,3,tensorflow,1,0,25,25
rbm,,2,tensorflow,1,0,0,0
tbparse,tbparse,2,tensorflow,0,1,1,2
KR-Models,,2,tensorflow,0,0,0,0
aether,aether,2,tensorflow,0,0,34,34
gil-galad,gilgalad,2,tensorflow,0,0,1,1
tf_lessons,,2,tensorflow,0,0,0,0
uq360,uq360,2,tensorflow,0,0,0,0
JLpyUtils,JLpyUtils,2,tensorflow,0,0,1,1
cytoself,cytoself,2,tensorflow,0,0,0,0
gwp,gwp,2,tensorflow,0,0,11,11
paddlexrest,,6,tensorflow,0,0,0,0
keras-bert-ner,,2,tensorflow,0,0,0,0
py-serv,,2,tensorflow,0,0,0,0
nlp-architect,nlp_architect,3,tensorflow,0,5,16,19
nlp-architect,nlp_architect,2,tensorflow,0,5,16,19
cfscores,,2,tensorflow,0,0,0,0
text-gen,text_gen,2,tensorflow,0,0,20,20
text-gen,text_gen,5,tensorflow,0,0,20,20
atflow,atflow,2,tensorflow,0,3,2,5
WHU-ScoreChecker,scorechecker,3,tensorflow,0,0,2,2
WHU-ScoreChecker,scorechecker,2,tensorflow,0,0,2,2
sonnia,sonnia,3,tensorflow,0,1,1,2
sonnia,sonnia,2,tensorflow,0,1,1,2
keras-image-classification-wrapper,keras_image_classification,2,tensorflow,0,0,1,1
numericalpoissongeometry,numpoisson,2,tensorflow,0,0,1,1
pyTextMiner,pyTextMiner,2,tensorflow,0,0,6,6
anomaly-toolbox,anomaly_toolbox,2,tensorflow,0,0,0,0
stocker,stocker,2,tensorflow,0,26,96,117
impartial-text-cls,impatial_text_cls,2,tensorflow,0,0,1,1
B-profiler,,2,tensorflow,0,0,0,0
aisimplekit,aisimplekit,2,tensorflow,0,1,1,2
pykg2vec,pykg2vec,2,tensorflow,0,0,10,10
Orange-3-MNE-Widgets,,2,tensorflow,0,0,0,0
Orange-3-MNE-Widgets,,4,tensorflow,0,0,0,0
glmdisc,glmdisc,2,tensorflow,0,0,1,1
K-profiler,,2,tensorflow,0,0,0,0
paddlenlp,paddlenlp,3,tensorflow,2,495,7,500
scScope,scscope,2,tensorflow,0,0,8,8
maurice,,2,tensorflow,0,0,0,0
seqio,seqio,3,tensorflow,2,22,37,59
face-network,,2,tensorflow,0,0,0,0
keras2onnx,keras2onnx,2,tensorflow,3,0,174,174
da-rnn,da_rnn,2,tensorflow,0,0,2,2
wyl-tfx,,2,tensorflow,0,0,0,0
wyl-tfx,,3,tensorflow,0,0,0,0
vbnigmm,,2,tensorflow,0,0,0,0
keras-spiking,keras_spiking,2,tensorflow,0,0,1,1
toolbox-az,toolbox_az,2,tensorflow,0,0,1,1
Galaxy-ML,,2,tensorflow,0,1,0,1
mlfinlab,,2,tensorflow,3,0,0,0
ml4ir,ml4ir,2,tensorflow,0,0,1,1
ml4ir,ml4ir,3,tensorflow,0,0,1,1
rasahub-rasa,rasahub_rasa,3,tensorflow,0,1,0,1
mothnet,pymoth,2,tensorflow,0,0,2,2
malaya-speech-gpu,,2,tensorflow,0,0,0,0
charlotte-db,charlotte_db,2,tensorflow,0,0,0,0
